,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,パート,200337,岡田大樹,2025,1987/9/26,30代,9,0,0,1,PA,R200337,,,5,5,4,4,5,,4,4,4,5,3,5,5,2,4,3,,,,5,4,5,4,4,4,,5,5,,,4,1,5,5,4,4,5,4,4,5,4,3,,,,2,2,4,,4,,3,5,,,,,,,,3,4,5,4,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200338,近藤優子,2019,1971/2/5,50代,1,0,0,1,PA,R200338,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,5,3,,3,3,,,1,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,4,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,アルバイト,200339,加藤美穂,2011,1989/12/28,30代,5,0,0,1,PA,R200339,,,3,3,3,3,3,,3,3,3,3,2,3,5,5,3,2,,,,4,2,2,4,3,2,,2,3,,,4,1,3,3,3,3,3,3,3,3,3,2,,,,1,3,2,,2,,2,3,,,,,,,,1,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200340,福田智子,2022,1986/9/3,30代,21,0,0,1,PA,R200340,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,1,3,,3,3,,,5,4,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,5,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,アルバイト,200341,小林健太,2014,1971/6/27,50代,14,0,0,1,PA,R200341,,,3,3,3,3,3,,3,3,3,3,3,3,3,2,3,3,,,,3,3,4,3,4,3,,3,3,,,3,1,3,5,3,3,5,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,4,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,アルバイト,200342,岡田明美,2022,1997/10/25,20代,14,0,0,1,PA,R200342,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,1,5,2,5,,5,5,,,5,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,3,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,アルバイト,200343,斎藤蓮,2015,1998/7/13,20代,1,0,0,1,PA,R200343,,,5,5,5,5,5,,5,5,5,3,4,4,5,4,4,3,,,,5,5,4,5,3,5,,5,5,,,2,3,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,3,5,,,,,,,,1,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,アルバイト,200344,森英樹,2009,1976/5/6,40代,8,0,0,1,PA,R200344,,,4,5,5,5,5,,5,4,5,4,4,4,4,5,5,5,,,,5,4,4,5,3,5,,5,5,,,5,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,パート,200345,西村麻衣,2009,1987/12/13,30代,16,0,0,1,PA,R200345,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,5,3,,3,3,,,4,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,アルバイト,200346,石井健太,2006,2003/4/14,20代,21,0,0,1,PA,R200346,,,2,3,2,3,3,,3,2,2,3,2,2,4,3,3,3,,,,3,3,1,3,4,2,,2,3,,,5,2,3,3,2,2,3,2,2,3,3,2,,,,2,3,2,,3,,2,3,,,,,,,,1,3,2,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200347,遠藤裕子,2005,1988/8/8,30代,13,0,0,1,PA,R200347,,,3,3,3,3,3,,3,3,3,4,3,5,5,5,5,4,,,,3,3,3,3,4,3,,3,3,,,2,5,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,1,3,3,3,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,パート,200348,青木楓,2006,1972/11/23,50代,19,0,0,1,PA,R200348,,,3,4,3,3,3,,2,2,3,2,2,2,4,3,3,3,,,,5,4,1,5,5,3,,2,2,,,3,2,2,2,4,4,2,4,4,4,3,4,,,,3,4,2,,3,,1,3,,,,,,,,1,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200349,村上崇,2023,1988/5/22,30代,10,0,0,1,PA,R200349,,,4,5,4,4,5,,5,5,4,4,3,4,4,4,4,5,,,,5,4,1,5,3,4,,3,5,,,1,5,5,5,5,5,5,5,5,5,5,5,,,,4,4,4,,4,,4,5,,,,,,,,3,4,4,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,アルバイト,200350,松本凛,2023,1988/8/6,30代,12,0,0,1,PA,R200350,,,5,5,4,5,4,,5,4,5,5,5,5,5,5,5,4,,,,5,4,5,5,1,5,,5,5,,,2,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,4,,5,,4,5,,,,,,,,4,4,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,アルバイト,200351,藤田優子,2013,1987/2/24,30代,5,0,0,1,PA,R200351,,,2,4,2,4,5,,5,3,3,3,4,3,4,3,4,4,,,,5,3,2,2,3,3,,2,4,,,1,2,4,4,5,5,4,5,5,4,4,4,,,,4,5,4,,5,,3,4,,,,,,,,3,4,5,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,アルバイト,200352,岡田一郎,2025,1982/9/11,40代,7,0,0,1,PA,R200352,,,3,3,4,3,4,,4,3,3,3,4,3,3,3,3,2,,,,5,3,4,5,2,2,,5,3,,,5,2,3,3,4,4,3,4,4,5,5,5,,,,5,3,4,,3,,4,4,,,,,,,,1,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200353,近藤凛,2021,1979/12/23,40代,0,0,0,1,PA,R200353,,,5,5,5,5,5,,4,4,5,4,5,5,5,5,4,4,,,,5,4,2,5,1,4,,5,5,,,2,3,5,5,5,5,5,5,5,5,4,5,,,,2,4,4,,4,,3,4,,,,,,,,5,4,3,4,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200354,藤田剛,2022,1999/3/19,20代,13,0,0,1,PA,R200354,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,2,5,2,5,,5,5,,,3,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,1,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200355,加藤聡,2025,2004/5/24,20代,18,0,0,1,PA,R200355,,,5,5,4,5,5,,2,3,3,3,4,5,4,3,5,2,,,,5,2,1,2,4,1,,2,5,,,4,1,5,5,3,3,5,3,3,5,3,3,,,,4,5,3,,5,,1,2,,,,,,,,1,2,5,5,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,パート,200356,小林真一,2013,1971/7/28,50代,4,0,0,1,PA,R200356,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,1,5,2,5,,5,5,,,3,3,5,5,5,5,5,5,5,5,5,5,,,,5,4,5,,5,,3,5,,,,,,,,3,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,アルバイト,200357,阿部健太,2010,1991/12/15,30代,5,0,0,1,PA,R200357,,,3,3,3,3,3,,3,3,3,3,3,4,4,3,2,3,,,,3,3,4,3,3,3,,3,3,,,5,5,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,1,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200358,長谷川綾香,2013,1976/1/5,50代,9,0,0,1,PA,R200358,,,5,5,5,5,5,,4,3,4,3,4,2,5,4,5,3,,,,5,5,2,5,3,5,,5,4,,,3,3,5,5,5,5,5,5,5,5,3,3,,,,2,4,3,,3,,2,4,,,,,,,,1,5,5,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,パート,200359,村上太郎,2025,1992/2/17,30代,24,0,0,1,PA,R200359,,,4,4,4,5,5,,4,4,4,4,4,4,4,4,3,4,,,,4,4,1,5,2,5,,5,5,,,2,3,5,5,4,4,5,4,4,5,5,4,,,,2,3,2,,4,,4,4,,,,,,,,5,3,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200360,岡田健太,2010,1995/11/28,30代,25,0,0,1,PA,R200360,,,3,3,4,3,5,,3,4,4,3,3,3,3,3,4,2,,,,2,2,2,2,4,3,,3,5,,,4,2,4,5,5,5,5,5,5,2,2,2,,,,2,3,3,,3,,2,3,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,アルバイト,200361,加藤健二,2017,1972/1/9,50代,15,0,0,1,PA,R200361,,,3,3,3,3,3,,3,3,3,3,3,3,3,2,3,3,,,,3,3,3,3,3,3,,3,3,,,5,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,2,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,パート,200362,清水明美,2008,1990/3/23,30代,23,0,0,1,PA,R200362,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,3,5,,5,5,,,1,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,アルバイト,200363,小川雅人,2013,1995/12/9,30代,12,0,0,1,PA,R200363,,,4,4,4,4,5,,5,3,4,4,4,5,4,3,5,5,,,,4,4,1,4,3,3,,5,5,,,2,5,5,4,5,5,4,5,5,4,4,3,,,,4,3,3,,4,,4,5,,,,,,,,3,4,4,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200364,阿部紗月,2017,1997/11/14,20代,0,0,0,1,PA,R200364,,,3,3,1,3,2,,3,2,2,3,2,3,3,3,3,3,,,,3,3,4,3,2,3,,3,3,,,4,2,5,5,4,4,5,4,4,3,3,3,,,,5,3,3,,3,,1,3,,,,,,,,4,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,パート,200365,遠藤剛,2016,1996/5/19,20代,15,0,0,1,PA,R200365,,,3,3,5,5,5,,5,5,5,3,3,4,4,5,5,5,,,,3,3,4,3,3,3,,3,3,,,3,2,4,3,3,3,3,3,3,5,3,3,,,,4,5,5,,5,,5,5,,,,,,,,3,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,アルバイト,200366,石井健太,2022,1973/12/9,50代,9,0,0,1,PA,R200366,,,5,5,4,5,5,,4,3,3,4,3,4,5,5,5,4,,,,5,5,2,3,5,1,,4,4,,,3,2,5,5,5,5,5,5,5,5,4,5,,,,5,4,4,,4,,2,4,,,,,,,,1,3,4,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200367,太田健二,2017,1994/9/2,30代,12,0,0,1,PA,R200367,,,5,5,3,5,5,,5,3,3,3,3,5,5,3,3,3,,,,5,5,4,5,2,3,,5,5,,,5,3,3,3,3,3,3,3,3,5,5,5,,,,3,5,5,,3,,5,5,,,,,,,,1,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200368,森優子,2020,2004/4/4,20代,1,0,0,1,PA,R200368,,,5,5,5,5,5,,5,5,5,5,5,4,4,5,4,3,,,,5,5,4,5,5,5,,4,5,,,1,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,2,5,,,,,,,,5,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200369,後藤誠,2011,1981/11/16,40代,14,0,0,1,PA,R200369,,,5,5,4,5,5,,4,3,3,4,5,5,5,3,3,3,,,,5,2,4,3,5,3,,3,5,,,4,2,5,5,5,5,5,5,5,5,5,4,,,,4,5,5,,4,,3,5,,,,,,,,5,3,4,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,アルバイト,200370,渡辺淳,2017,1977/2/26,40代,2,0,0,1,PA,R200370,,,5,5,5,3,5,,5,5,5,4,5,5,5,3,5,5,,,,5,5,5,5,4,5,,5,5,,,4,3,5,5,5,5,5,5,5,5,5,5,,,,5,5,4,,5,,3,5,,,,,,,,2,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,パート,200371,池田美月,2025,1994/8/21,30代,10,0,0,1,PA,R200371,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,3,5,2,4,,5,5,,,3,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,アルバイト,200372,橋本咲良,2024,1975/10/16,50代,3,0,0,1,PA,R200372,,,3,3,3,3,3,,3,3,3,3,3,3,4,3,2,2,,,,3,2,3,3,3,2,,3,3,,,4,1,3,3,2,2,3,2,2,3,3,2,,,,2,3,4,,3,,2,4,,,,,,,,2,3,4,4,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200373,石川真由美,2009,2000/3/2,20代,22,0,0,1,PA,R200373,,,3,3,5,5,3,,5,5,5,2,3,3,3,3,2,3,,,,3,2,2,5,4,4,,5,4,,,1,2,4,5,2,2,5,2,2,3,3,3,,,,5,5,1,,5,,2,3,,,,,,,,2,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,パート,200374,林智子,2017,1973/1/2,50代,25,0,0,1,PA,R200374,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,1,3,2,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,2,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,パート,200375,山本七海,2013,2005/6/7,20代,15,0,0,1,PA,R200375,,,5,5,5,5,5,,5,5,5,3,3,5,5,5,3,3,,,,5,5,5,5,3,5,,5,5,,,1,3,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,3,,3,5,,,,,,,,5,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,アルバイト,200376,太田紗月,2020,2005/12/9,20代,18,0,0,1,PA,R200376,,,5,5,5,5,5,,5,5,5,5,5,5,5,4,5,4,,,,4,4,4,5,1,4,,4,5,,,4,1,5,5,5,5,5,5,5,5,5,4,,,,5,5,4,,5,,4,5,,,,,,,,1,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,アルバイト,200377,林裕子,2024,1994/3/18,30代,5,0,0,1,PA,R200377,,,3,4,4,1,2,,3,2,5,3,2,2,5,3,3,2,,,,5,3,2,4,3,3,,4,4,,,5,2,5,2,3,3,2,3,3,4,2,3,,,,4,4,5,,3,,3,3,,,,,,,,2,4,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200378,加藤悠真,2018,2002/4/9,20代,11,0,0,1,PA,R200378,,,3,3,4,3,4,,5,3,4,4,5,3,5,3,5,5,,,,5,5,4,5,4,3,,5,4,,,5,5,3,5,4,4,5,4,4,5,5,5,,,,5,3,4,,5,,3,4,,,,,,,,3,4,5,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,アルバイト,200379,清水由美,2021,1985/11/14,40代,15,0,0,1,PA,R200379,,,5,5,5,5,5,,5,5,4,5,5,5,5,5,4,5,,,,3,3,4,3,4,3,,5,4,,,3,2,5,5,5,5,5,5,5,3,3,4,,,,4,5,5,,4,,5,5,,,,,,,,4,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200380,田中美月,2023,2000/6/10,20代,2,0,0,1,PA,R200380,,,3,2,4,2,2,,3,4,4,4,4,3,2,5,4,4,,,,2,2,2,4,3,3,,3,3,,,3,3,2,2,4,4,2,4,4,4,4,5,,,,5,4,3,,4,,4,5,,,,,,,,4,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,アルバイト,200381,森康介,2023,1971/12/7,50代,13,0,0,1,PA,R200381,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,4,4,2,4,5,4,,2,5,,,3,5,5,5,4,4,5,4,4,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,アルバイト,200382,高橋淳,2015,1982/9/7,40代,14,0,0,1,PA,R200382,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,4,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,パート,200383,西村陽介,2019,1997/6/1,20代,25,0,0,1,PA,R200383,,,4,5,5,5,5,,5,4,4,4,4,5,5,4,5,3,,,,5,4,5,5,4,4,,4,5,,,4,4,4,5,4,4,5,4,4,5,4,5,,,,4,4,4,,4,,4,5,,,,,,,,5,4,4,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200384,後藤慎太郎,2020,1999/2/4,20代,0,0,0,1,PA,R200384,,,3,1,3,5,1,,4,1,1,5,1,2,3,3,5,1,,,,2,1,5,3,3,3,,3,3,,,1,4,1,1,1,1,1,1,1,5,5,4,,,,3,4,4,,5,,1,3,,,,,,,,5,1,1,1,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,アルバイト,200385,池田彩花,2011,1984/11/25,40代,17,0,0,1,PA,R200385,,,4,4,4,4,4,,4,4,4,4,4,4,5,4,5,4,,,,5,4,5,5,4,4,,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,5,5,4,,4,,4,4,,,,,,,,4,4,4,4,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,パート,200386,近藤誠,2021,1996/3/3,20代,10,0,0,1,PA,R200386,,,2,2,4,4,5,,2,4,3,2,5,4,5,5,4,3,,,,2,2,2,3,4,5,,2,4,,,5,3,2,2,4,4,2,4,4,4,4,5,,,,5,5,4,,5,,5,2,,,,,,,,2,2,4,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200387,藤井真由美,2021,1987/7/11,30代,9,0,0,1,PA,R200387,,,2,2,3,3,3,,3,3,3,3,1,1,3,3,3,3,,,,3,1,1,3,3,1,,1,1,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,パート,200388,森太郎,2007,2005/5/3,20代,2,0,0,1,PA,R200388,,,3,3,3,3,3,,2,3,1,3,3,3,4,1,4,2,,,,3,3,5,3,2,2,,3,2,,,5,3,2,2,2,2,2,2,2,2,2,2,,,,3,2,2,,2,,1,2,,,,,,,,4,2,2,2,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200389,小川蓮,2008,1972/1/23,50代,12,0,0,1,PA,R200389,,,4,4,3,4,4,,5,3,3,4,4,5,4,5,4,3,,,,5,5,4,5,5,5,,5,4,,,5,4,5,5,5,5,5,5,5,5,5,2,,,,2,4,5,,5,,3,5,,,,,,,,4,4,5,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,アルバイト,200390,鈴木遥,2009,1974/6/2,50代,1,0,0,1,PA,R200390,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,アルバイト,200391,石井大樹,2007,1995/1/15,30代,18,0,0,1,PA,R200391,,,4,4,4,4,4,,4,4,4,4,4,2,2,5,4,5,,,,3,2,2,4,4,4,,4,2,,,2,4,3,2,4,4,2,4,4,4,4,2,,,,2,4,4,,4,,4,4,,,,,,,,4,4,3,4,1
