,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200327,,2008,1978/4/17,,10,0,0,1,,R200327,,,3,3,3,3,3,5,3,3,3,2,3,2,3,3,4,3,2,1,5,3,2,5,3,4,3,5,2,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,4,3,1,3,3,5,4,1,5,3,2,3,2,3,3,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200328,,2019,1996/4/5,,13,0,0,1,,R200328,,,5,5,5,5,5,1,4,4,4,3,3,5,5,5,4,2,3,4,1,5,3,2,5,5,5,2,5,5,3,3,1,5,5,4,5,4,4,5,4,5,5,4,1,4,4,3,3,2,5,4,1,3,4,2,3,1,5,2,2,2,1,3,4,4,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,パート,200329,,2005,1973/7/4,,11,0,0,1,,R200329,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,5,3,3,5,3,1,3,5,3,3,3,2,1,5,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,1,3,3,3,1,5,5,3,5,2,1,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200330,,2013,1989/8/18,,2,0,0,1,,R200330,,,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,1,4,2,3,2,5,5,4,1,4,5,2,5,5,5,5,5,5,5,5,5,3,4,2,5,5,5,1,5,3,5,5,5,1,5,3,5,5,4,4,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200331,,2020,1981/11/28,,17,0,0,1,,R200331,,,4,4,4,4,4,2,4,4,4,4,2,4,4,3,4,4,4,3,3,4,5,5,3,1,3,5,2,4,4,3,3,5,3,3,4,3,3,4,3,4,2,4,3,4,3,3,3,3,1,5,5,2,4,3,4,3,1,1,4,5,1,4,4,4,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200332,,2015,2004/10/4,,2,0,0,1,,R200332,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,1,5,1,4,3,5,5,4,3,1,1,4,5,5,5,5,5,5,5,5,5,4,1,3,5,5,5,4,5,1,5,5,2,3,2,1,3,1,1,2,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200333,,2019,1997/11/8,,17,0,0,1,,R200333,,,5,5,4,4,5,4,4,4,4,5,5,5,5,4,5,4,2,3,3,5,5,5,5,2,4,5,5,5,5,4,1,4,4,4,4,4,4,4,4,5,4,2,3,3,3,2,3,4,2,4,5,3,4,1,1,2,4,5,3,1,3,5,5,4,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200334,,2012,2002/5/19,,17,0,0,1,,R200334,,,3,3,3,3,3,4,3,3,3,3,4,4,3,4,5,4,3,4,2,3,4,5,3,5,3,2,3,3,4,2,5,2,1,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,4,3,1,3,3,3,1,3,2,4,5,5,5,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200335,,2013,1981/11/13,,4,0,0,1,,R200335,,,3,3,3,5,3,4,3,3,3,3,2,4,4,3,4,3,1,1,3,5,4,3,5,1,4,2,3,3,2,2,3,4,1,3,3,3,3,3,3,3,3,3,2,4,4,3,2,3,3,3,3,3,3,4,5,3,4,4,3,1,5,4,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200336,,2021,1980/7/14,,9,0,0,1,,R200336,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,1,3,5,3,3,3,3,3,1,5,2,2,3,2,2,3,2,3,3,4,5,2,3,3,3,4,3,2,3,3,5,1,5,5,3,5,5,1,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200337,,2025,1987/9/26,,9,0,0,1,,R200337,,,5,5,4,4,5,2,4,4,4,5,3,5,5,2,4,3,1,1,2,5,4,5,4,4,4,1,5,5,4,4,4,1,1,5,5,4,5,5,4,5,4,3,5,1,4,2,2,4,4,4,5,3,5,4,5,1,2,1,5,5,3,4,5,4,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200338,,2019,1971/2/5,,1,0,0,1,,R200338,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,5,3,1,3,3,5,4,1,2,4,3,3,3,3,3,3,3,3,3,5,3,1,3,3,3,5,3,1,3,3,1,5,2,1,1,5,5,4,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200339,,2011,1989/12/28,,5,0,0,1,,R200339,,,3,3,3,3,3,1,3,3,3,3,2,3,5,5,3,2,2,1,4,4,2,2,4,3,2,3,2,3,1,2,4,1,3,3,3,3,3,3,3,3,3,2,2,4,4,1,3,2,4,2,4,2,3,1,3,5,4,3,5,1,1,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200340,,2022,1986/9/3,,21,0,0,1,,R200340,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,1,3,5,3,3,3,2,5,4,1,3,3,3,3,3,3,3,3,3,2,1,5,3,3,3,2,3,3,3,3,4,2,2,4,2,1,5,5,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200341,,2014,1971/6/27,,14,0,0,1,,R200341,,,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,5,4,3,3,4,3,4,3,1,3,3,1,4,3,1,5,3,5,3,3,5,3,3,3,3,1,1,5,3,3,3,1,3,2,3,3,1,2,1,2,4,4,2,4,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200342,,2022,1997/10/25,,14,0,0,1,,R200342,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,1,4,5,5,1,5,2,5,5,5,5,2,1,5,1,3,5,5,5,5,5,5,5,5,5,3,2,1,5,5,5,2,5,1,5,5,4,4,4,5,4,2,1,3,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200343,,2015,1998/7/13,,1,0,0,1,,R200343,,,5,5,5,5,5,4,5,5,5,3,4,4,5,4,4,3,4,4,5,5,5,4,5,3,5,4,5,5,1,5,2,3,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,2,5,2,3,5,5,5,4,1,5,2,5,1,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200344,,2009,1976/5/6,,8,0,0,1,,R200344,,,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,1,5,2,5,4,4,5,3,5,5,5,5,1,4,5,1,4,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,2,5,1,5,5,5,3,2,1,3,5,1,2,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200345,,2009,1987/12/13,,16,0,0,1,,R200345,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,5,3,5,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,3,5,3,3,5,4,5,2,2,5,3,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,社員,200346,,2006,2003/4/14,,21,0,0,1,,R200346,,,2,3,2,3,3,1,3,2,2,3,2,2,4,3,3,3,4,2,1,3,3,1,3,4,2,3,2,3,2,5,5,2,2,3,3,2,3,3,2,3,3,2,3,5,3,2,3,2,1,3,3,2,3,1,1,5,4,5,5,1,1,3,2,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200347,,2005,1988/8/8,,13,0,0,1,,R200347,,,3,3,3,3,3,2,3,3,3,4,3,5,5,5,5,4,5,2,3,3,3,3,3,4,3,2,3,3,5,3,2,5,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,1,3,1,3,3,1,4,5,3,3,2,4,1,3,3,3,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200348,,2006,1972/11/23,,19,0,0,1,,R200348,,,3,4,3,3,3,5,2,2,3,2,2,2,4,3,3,3,4,5,1,5,4,1,5,5,3,4,2,2,1,1,3,2,3,2,2,4,2,2,4,4,3,4,2,4,5,3,4,2,1,3,2,1,3,1,3,2,4,2,1,2,1,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200349,,2023,1988/5/22,,10,0,0,1,,R200349,,,4,5,4,4,5,1,5,5,4,4,3,4,4,4,4,5,4,5,4,5,4,1,5,3,4,2,3,5,3,3,1,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,3,4,5,2,4,3,4,1,4,3,3,4,4,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200350,,2023,1988/8/6,,12,0,0,1,,R200350,,,5,5,4,5,4,2,5,4,5,5,5,5,5,5,5,4,3,3,2,5,4,5,5,1,5,2,5,5,4,5,2,5,4,5,5,5,5,5,5,5,5,5,3,1,1,5,5,4,3,5,4,4,5,5,5,1,2,1,3,5,4,4,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200351,,2013,1987/2/24,,5,0,0,1,,R200351,,,2,4,2,4,5,2,5,3,3,3,4,3,4,3,4,4,3,2,3,5,3,2,2,3,3,4,2,4,1,5,1,2,2,4,4,5,4,4,5,4,4,4,5,5,5,4,5,4,1,5,5,3,4,1,3,1,4,2,1,5,3,4,5,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200352,,2025,1982/9/11,,7,0,0,1,,R200352,,,3,3,4,3,4,3,4,3,3,3,4,3,3,3,3,2,3,2,5,5,3,4,5,2,2,2,5,3,3,3,5,2,1,3,3,4,3,3,4,5,5,5,4,5,5,5,3,4,1,3,4,4,4,4,3,4,5,2,3,2,1,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200353,,2021,1979/12/23,,0,0,0,1,,R200353,,,5,5,5,5,5,3,4,4,5,4,5,5,5,5,4,4,3,1,2,5,4,2,5,1,4,2,5,5,1,4,2,3,1,5,5,5,5,5,5,5,4,5,2,1,3,2,4,4,2,4,1,3,4,4,2,1,3,3,3,4,5,4,3,4,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200354,,2022,1999/3/19,,13,0,0,1,,R200354,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,2,5,2,5,3,5,5,3,2,3,1,5,5,5,5,5,5,5,5,5,5,1,2,3,5,5,5,4,5,3,5,5,3,5,3,2,5,3,3,1,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200355,,2025,2004/5/24,,18,0,0,1,,R200355,,,5,5,4,5,5,5,2,3,3,3,4,5,4,3,5,2,4,3,1,5,2,1,2,4,1,3,2,5,4,2,4,1,2,5,5,3,5,5,3,5,3,3,3,3,5,4,5,3,2,5,1,1,2,3,1,5,4,2,2,4,1,2,5,5,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200356,,2013,1971/7/28,,4,0,0,1,,R200356,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,1,5,2,5,1,5,5,5,5,3,3,1,5,5,5,5,5,5,5,5,5,2,5,1,5,4,5,2,5,4,3,5,5,3,4,3,1,4,3,3,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200357,,2010,1991/12/15,,5,0,0,1,,R200357,,,3,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3,5,5,2,3,3,4,3,3,3,3,3,3,5,3,5,5,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,3,2,3,3,5,4,4,4,3,2,1,1,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200358,,2013,1976/1/5,,9,0,0,1,,R200358,,,5,5,5,5,5,5,4,3,4,3,4,2,5,4,5,3,4,2,4,5,5,2,5,3,5,2,5,4,1,2,3,3,1,5,5,5,5,5,5,5,3,3,4,1,5,2,4,3,4,3,1,2,4,1,5,5,2,2,4,1,1,5,5,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200359,,2025,1992/2/17,,24,0,0,1,,R200359,,,4,4,4,5,5,1,4,4,4,4,4,4,4,4,3,4,5,1,3,4,4,1,5,2,5,5,5,5,4,3,2,3,2,5,5,4,5,5,4,5,5,4,3,4,1,2,3,2,3,4,1,4,4,4,4,2,1,1,1,5,5,3,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200360,,2010,1995/11/28,,25,0,0,1,,R200360,,,3,3,4,3,5,3,3,4,4,3,3,3,3,3,4,2,1,5,3,2,2,2,2,4,3,3,3,5,3,3,4,2,4,4,5,5,4,5,5,2,2,2,3,2,2,2,3,3,2,3,4,2,3,3,2,3,4,5,3,4,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200361,,2017,1972/1/9,,15,0,0,1,,R200361,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,1,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,5,1,4,3,3,3,4,3,3,3,3,3,1,1,3,3,2,3,2,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200362,,2008,1990/3/23,,23,0,0,1,,R200362,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,1,5,5,5,5,3,5,3,5,5,1,4,1,5,2,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,2,5,4,5,5,4,5,4,2,3,1,5,2,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200363,,2013,1995/12/9,,12,0,0,1,,R200363,,,4,4,4,4,5,1,5,3,4,4,4,5,4,3,5,5,4,3,2,4,4,1,4,3,3,4,5,5,2,5,2,5,3,5,4,5,5,4,5,4,4,3,1,2,3,4,3,3,3,4,3,4,5,1,3,3,3,4,1,1,3,4,4,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200364,,2017,1997/11/14,,0,0,0,1,,R200364,,,3,3,1,3,2,5,3,2,2,3,2,3,3,3,3,3,5,4,5,3,3,4,3,2,3,2,3,3,2,1,4,2,1,5,5,4,5,5,4,3,3,3,4,1,1,5,3,3,2,3,4,1,3,1,5,4,2,5,2,4,4,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200365,,2016,1996/5/19,,15,0,0,1,,R200365,,,3,3,5,5,5,2,5,5,5,3,3,4,4,5,5,5,5,4,1,3,3,4,3,3,3,1,3,3,1,3,3,2,1,4,3,3,4,3,3,5,3,3,3,3,3,4,5,5,4,5,4,5,5,5,5,3,5,5,1,5,3,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200366,,2022,1973/12/9,,9,0,0,1,,R200366,,,5,5,4,5,5,4,4,3,3,4,3,4,5,5,5,4,1,5,5,5,5,2,3,5,1,5,4,4,3,4,3,2,2,5,5,5,5,5,5,5,4,5,5,1,4,5,4,4,1,4,5,2,4,4,4,3,2,4,2,1,1,3,4,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,社員,200367,,2017,1994/9/2,,12,0,0,1,,R200367,,,5,5,3,5,5,1,5,3,3,3,3,5,5,3,3,3,5,1,1,5,5,4,5,2,3,5,5,5,4,5,5,3,3,3,3,3,3,3,3,5,5,5,5,3,2,3,5,5,3,3,3,5,5,5,3,2,3,5,4,3,1,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200368,,2020,2004/4/4,,1,0,0,1,,R200368,,,5,5,5,5,5,3,5,5,5,5,5,4,4,5,4,3,2,1,3,5,5,4,5,5,5,4,4,5,2,1,1,1,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,3,2,5,5,2,5,1,3,1,4,5,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200369,,2011,1981/11/16,,14,0,0,1,,R200369,,,5,5,4,5,5,2,4,3,3,4,5,5,5,3,3,3,2,3,2,5,2,4,3,5,3,5,3,5,5,4,4,2,5,5,5,5,5,5,5,5,5,4,2,4,4,4,5,5,1,4,1,3,5,4,4,1,2,2,2,3,5,3,4,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200370,,2017,1977/2/26,,2,0,0,1,,R200370,,,5,5,5,3,5,3,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,5,4,5,1,5,5,1,3,4,3,2,5,5,5,5,5,5,5,5,5,4,4,2,5,5,4,5,5,5,3,5,4,5,4,2,2,3,5,2,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200371,,2025,1994/8/21,,10,0,0,1,,R200371,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1,2,1,5,5,3,5,2,4,5,5,5,1,4,3,1,5,5,5,5,5,5,5,5,5,5,1,1,2,5,5,5,1,5,1,5,5,3,2,4,1,2,5,3,2,5,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200372,,2024,1975/10/16,,3,0,0,1,,R200372,,,3,3,3,3,3,4,3,3,3,3,3,3,4,3,2,2,2,1,2,3,2,3,3,3,2,4,3,3,2,5,4,1,1,3,3,2,3,3,2,3,3,2,4,3,2,2,3,4,5,3,3,2,4,2,3,3,2,1,3,1,2,3,4,4,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200373,,2009,2000/3/2,,22,0,0,1,,R200373,,,3,3,5,5,3,2,5,5,5,2,3,3,3,3,2,3,1,5,3,3,2,2,5,4,4,5,5,4,2,1,1,2,2,4,5,2,4,5,2,3,3,3,4,4,3,5,5,1,4,5,5,2,3,4,1,1,1,1,4,1,2,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200374,,2017,1973/1/2,,25,0,0,1,,R200374,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,2,3,1,3,3,4,4,3,3,1,3,3,3,3,3,3,3,3,3,5,5,1,3,3,3,1,3,1,3,3,3,4,2,5,5,2,1,2,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200375,,2013,2005/6/7,,15,0,0,1,,R200375,,,5,5,5,5,5,1,5,5,5,3,3,5,5,5,3,3,5,3,1,5,5,5,5,3,5,5,5,5,3,1,1,3,4,5,5,5,5,5,5,5,5,5,1,4,2,5,5,5,1,3,2,3,5,3,1,5,2,5,4,5,5,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,社員,200376,,2020,2005/12/9,,18,0,0,1,,R200376,,,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,4,5,3,3,4,4,4,5,1,4,1,4,5,3,4,4,1,1,5,5,5,5,5,5,5,5,4,5,4,1,5,5,4,4,5,5,4,5,4,2,4,3,4,4,4,1,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,社員,200377,,2024,1994/3/18,,5,0,0,1,,R200377,,,3,4,4,1,2,4,3,2,5,3,2,2,5,3,3,2,5,3,5,5,3,2,4,3,3,3,4,4,5,5,5,2,2,5,2,3,5,2,3,4,2,3,3,1,5,4,4,5,1,3,4,3,3,5,5,4,2,1,4,1,2,4,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200378,,2018,2002/4/9,,11,0,0,1,,R200378,,,3,3,4,3,4,2,5,3,4,4,5,3,5,3,5,5,3,1,5,5,5,4,5,4,3,3,5,4,5,3,5,5,1,3,5,4,3,5,4,5,5,5,1,1,1,5,3,4,3,5,1,3,4,4,2,1,5,2,2,5,3,4,5,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200379,,2021,1985/11/14,,15,0,0,1,,R200379,,,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,3,2,1,3,3,4,3,4,3,3,5,4,1,1,3,2,2,5,5,5,5,5,5,3,3,4,4,3,2,4,5,5,4,4,4,5,5,2,3,1,5,5,3,1,4,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200380,,2023,2000/6/10,,2,0,0,1,,R200380,,,3,2,4,2,2,5,3,4,4,4,4,3,2,5,4,4,5,4,2,2,2,2,4,3,3,1,3,3,5,3,3,3,3,2,2,4,2,2,4,4,4,5,3,3,3,5,4,3,2,4,4,4,5,1,5,1,5,4,4,4,4,3,3,3,3
